arrival_rate,service_rate,num_servers,queue_capacity,simulation_time,avg_wait_time,max_wait_time,std_wait_time,avg_queue_length,max_queue_length,avg_service_time,customers_served,customers_rejected,rejection_rate,throughput,utilization,service_level
3.0823961643719295,14.54595589205828,4,60,900,9.25581847539779e-06,0.01708611322487741,0.00036278146100398006,0.21167089525190286,4.0,0.06964003568699463,2759,0,0.0,3.0655555555555556,5.337134957233839,100.0
15.407377656987604,12.90902723051553,4,10,900,0.0009001916493008468,0.13079435614292834,0.0064878072285271685,1.2263165426445335,7.0,0.07870746208944668,13975,0,0.0,15.527777777777779,30.55379951944493,100.0
17.28799087346266,8.319143966210262,10,50,900,6.845640758831359e-07,0.010575145844242684,8.508170375714973e-05,2.062273433454169,10.0,0.11907194901392797,15444,0,0.0,17.16,20.432746450790038,100.0
8.452402998290204,10.491461517963778,6,30,900,0.0,0.0,0.0,0.8029369345745379,5.0,0.09507710790209967,7625,0,0.0,8.472222222222221,13.42523977321315,100.0
15.003727621620984,1.8840419154607937,2,20,900,5.280680408835401,10.796388690567142,1.2641244517023194,21.649502893604392,22.0,0.5398619574036084,3330,10126,0.7525267538644471,3.7,99.87446211966754,14.675870348139256
13.218238988778051,8.059534513123127,6,5,900,0.00021713183558601284,0.1615614969350645,0.0038699228254427645,1.6239864864864866,10.0,0.12343035718642674,11840,0,0.0,13.155555555555555,27.06324868680171,100.0
0.930248106648204,13.58274949959145,9,60,900,0.0,0.0,0.0,0.07075471698113207,2.0,0.07354909470567887,848,0,0.0,0.9422222222222222,0.7699954606224158,100.0
13.182221067965484,17.36253304613452,4,40,900,9.568305545839647e-05,0.05791964511858794,0.0016102170050810048,0.7532565130260521,5.0,0.05691413846721087,11974,0,0.0,13.304444444444444,18.930274833510637,100.0
14.446569684223533,8.350573049433853,7,40,900,9.52859407803756e-05,0.08223565184454174,0.0022010908484602493,1.7724459387178115,9.0,0.12142928631097025,13086,0,0.0,14.54,25.22259747087868,100.0
6.417606288670686,6.96657176143979,7,60,900,0.0,0.0,0.0,0.9446354883081155,5.0,0.14499742722602196,5815,0,0.0,6.461111111111111,13.383492687608218,100.0
16.921717106543856,11.742226698348027,6,60,900,7.283500122855673e-05,0.06587234439552958,0.0015256674605717226,1.441034975945911,8.0,0.08467968013802814,15381,0,0.0,17.09,24.11959555931501,100.0
6.6208009959593985,17.60047343759615,2,30,900,0.002407610381789297,0.2306212491062638,0.013112178032653564,0.4105245403946703,6.0,0.05726858355408361,5929,0,0.0,6.587777777777778,18.863635105120096,100.0
5.742487622496086,10.919916290916127,4,50,900,7.078441893640064e-05,0.08302606057668527,0.001679993910172351,0.5319026633454684,5.0,0.09157928768603442,5219,0,0.0,5.7988888888888885,13.276452845372603,100.0
1.5342272673519384,2.8842660051003204,5,60,900,0.0,0.0,0.0,0.5106696100073583,4.0,0.3317039428633481,1359,0,0.0,1.51,10.017459074473113,100.0
4.7153832832172995,16.04548048120545,5,40,900,0.0,0.0,0.0,0.30067176279823954,3.0,0.06312585142362281,4317,0,0.0,4.796666666666667,6.055873346572882,100.0
14.836353601435357,8.571618874134424,7,30,900,3.6660767355446164e-05,0.05914777085752121,0.0011057813736261267,1.7144989179911947,9.0,0.1157365125234526,13398,0,0.0,14.886666666666667,24.613298329987586,100.0
12.194776044075901,15.581426770119018,10,5,900,0.0,0.0,0.0,0.7814919391565717,7.0,0.06381466188334252,10978,0,0.0,12.197777777777778,7.7839706461703795,100.0
9.633222000311733,16.332137424297855,6,15,900,0.0,0.0,0.0,0.578472777080242,5.0,0.060753821401220966,8760,0,0.0,9.733333333333333,9.855619916198066,100.0
16.72348003458129,1.4563124726789471,1,20,900,13.22907722700635,23.234424478241294,3.134797351078561,20.885134241502445,21.0,0.6699526969816455,1343,13758,0.9110654923514999,1.4922222222222221,99.97183022737221,0.818452380952381
15.029545109055942,7.739216916291278,9,20,900,2.280461549744579e-06,0.030859205691143643,0.000265269733534439,1.921297664794561,9.0,0.12795516779526497,13532,0,0.0,15.035555555555556,21.376411488957107,100.0
15.639356667845043,11.837874468054624,2,60,900,0.07177911169561528,1.0971871110658071,0.11967701658443751,2.470235973479718,22.0,0.08588356977141222,14024,0,0.0,15.582222222222223,66.9128434707936,100.0
3.3907164764251796,10.591475309442297,9,30,900,0.0,0.0,0.0,0.3214053350683149,4.0,0.09337766047470071,3074,0,0.0,3.4155555555555557,3.543739855546049,100.0
8.970166606858776,1.6202825037389879,5,20,900,1.6870293015169284,4.539386807708297,0.8414297021419341,18.684543717152412,25.0,0.609422214166341,7283,1080,0.12914026067200765,8.092222222222222,98.6315996838547,99.89023051591658
4.204835705796411,2.851588264283838,8,5,900,1.5835810303990154e-06,0.005862416974537155,9.633848963050224e-05,1.4792004321988115,8.0,0.3503025738362509,3700,0,0.0,4.111111111111111,18.001660044362897,100.0
13.756358495986248,3.032534653470468,10,10,900,0.0005225420764369885,0.2552995757878307,0.007104603174768981,4.507699828892691,17.0,0.3305649391981201,12267,0,0.0,13.63,45.05600121270377,100.0
4.993219687584745,8.944287335834595,9,5,900,0.0,0.0,0.0,0.5466459351399378,4.0,0.1123147822079301,4502,0,0.0,5.002222222222223,6.242483327161745,100.0
5.701127279677534,13.267061027648065,6,5,900,0.0,0.0,0.0,0.43937068303914045,4.0,0.0762993164449398,5212,0,0.0,5.791111111111111,7.364296987241225,100.0
6.8445606788186355,5.252778823458437,8,50,900,6.801711433931033e-06,0.022936207407553866,0.0003428072123873149,1.3184880854560395,9.0,0.19373946733159395,6082,0,0.0,6.757777777777778,16.36560333764937,100.0
15.426701490453398,5.140172591457903,7,30,900,0.0015831094022567527,0.24651653172995225,0.010968229115607908,3.0368699885452464,12.0,0.19456776274218748,13965,0,0.0,15.516666666666667,43.12918740785155,100.0
5.530571260948609,21.74115616195692,2,30,900,0.0007797276182144227,0.08969151309207746,0.00571860476441061,0.27036154151767977,4.0,0.04714312805115273,5034,0,0.0,5.593333333333334,13.184361478305712,100.0
13.79752418809292,12.954396629701726,7,30,900,4.222823569560501e-06,0.025750845641312026,0.00030051995775725134,1.0347804838315549,8.0,0.0768818733296433,12277,0,0.0,13.641111111111112,14.982202521714774,100.0
6.314809221747577,1.571356295275814,3,10,900,1.4593686041146994,4.882928582729619,0.7812965938963454,9.956350626118068,13.0,0.6187959733481875,4325,1254,0.22477146442014698,4.805555555555555,99.1219475826263,99.81515711645102
